% Model:              Al_zonly.mph
% Version:            COMSOL 5.4.0.225
% Date:               Apr 10 2023, 16:35
% Dimension:          3
% Nodes:              3422
% Expressions:        1
% Description:        Surface
% X                       Y                        Z                        Color
0                         0.06647859897539625      0.13716301239054157      -2.5849078164556527
0                         0.0443190659835975       0.1247753415936944       -2.4430852106751737
0                         0.0443190659835975       0.1581086749270277       -2.7211804724295447
0                         0.02215953299179876      0.14572100413018052      -2.6054995216330483
0                         0.02215953299179875      0.11238767079684718      -2.3015563822424925
0                         -7.52316384526264E-34    0.1333333333333333       -2.4901123481843497
0                         0                        0.09999999999999999      -2.160321331157611
0                         0.02215953299179875      0.17905433746351385      -2.861603843531187
0                         7.380607122730724E-18    0.16666666666666669      -2.7720645477186734
0                         0                        0.2                      -3.0061779297605793
0                         0.027064216510441313     0.09219085205404981      -2.0976782374565435
0                         0                        0.06666666666666667      -1.84335510371282
0                         0.027064216510441316     0.05885751872071647      -1.7091194910234606
0                         0.05412843302088262      0.0843817041080996       -2.0396940032234543
0                         0.054128433020882626     0.051048370774766254     -1.579542737802079
0                         0.08119264953132393      0.07657255616214939      -1.986368628458344
0                         0                        0.03333333333333333      -1.1232479933269495
0                         0.02706421651044132      0.02552418538738314      -0.9174198616492979
0                         0                        0                        0
0                         0.07138328249403883      0.11696619364774416      -2.413309097443242
0                         0.04922374950224008      0.104578522850897        -2.255346778775994
0                         0.07628796601268138      0.09676937490494676      -2.2137960347774728
0                         0.1                      0                        0
0                         0.06666666666666667      0                        0
0                         0.09373088317710798      0.02552418538738313      -0.965628510444228
0                         0.06039754984377466      0.02552418538738313      -0.9415241860467629
0                         0.033333333333333326     0                        0
0                         0.08746176635421594      0.051048370774766254     -1.6277513865970095
0                         0.07765239931693084      0.1581086749270277       -2.744594013667483
0                         0.05549286632513209      0.1790543374635139       -2.874019697713337
0                         0.03333333333333334      0.2                      -3.0075960968869415
0                         0.0888261996584654       0.17905433746351385      -2.901175245266114
0                         0.06666666666666668      0.20000000000000004      -3.0237539573839314
0                         0.1                      0.2                      -3.054651511251548
0                         0.10611444792543323      0.0704246346733597       -1.9164623097491968
0                         0.11238356474832527      0.04490044928597658      -1.5002309617012282
0                         0.1310362463195425       0.06427671318457001      -1.8384621736420375
0                         0.13730536314243452      0.038752527797186895     -1.3646167194074348
0                         0.15595804471365177      0.05812879169578034      -1.7523682201368669
0                         0.11865268157121732      0.01937626389859346      -0.7804939793618126
0                         0.17063869647576785      0.038752527797186895     -1.3804172997547435
0                         0.15198601490455063      0.01937626389859345      -0.7883942695354669
0                         0.18531934823788393      0.019376263898593447     -0.796294559709121
0                         0.16666666666666669      0                        -2.584244812489037E-17
0                         0.2                      0                        0
0                         0.1333333333333334       6.453592293429493E-18    -1.4764521092284683E-16
0                         0.0971584709318778       0.13329544100898047      -2.5653823558793585
0                         0.10833227127341237      0.15424110354546663      -2.737943300202867
0                         0.11950607161494695      0.17518676608195274      -2.9073992789131755
0                         0.12783834288835932      0.12942786962741937      -2.563410420971705
0                         0.13901214322989391      0.15037353216390556      -2.7488461124068904
0                         0.15851821484484085      0.12556029824585824      -2.578992011732691
0                         0.10696783796916293      0.09290180352338567      -2.184991819978767
0                         0.10206315445052037      0.11309862226618309      -2.3891442597557426
0                         0.1327430264070019       0.10923105088462194      -2.3825329477368826
0                         0.1568114347573815       0.08060596054580631      -2.073144342560302
0                         0.13188963636327225      0.086753882034596        -2.1331149899685404
0                         0.15766482480111113      0.10308312939583227      -2.3486856064255766
0                         0.17234547656322724      0.1503735321639055       -2.8002644650299193
0                         0.1528394049482803       0.17518676608195277      -2.9557929004391506
0                         0.13333333333333333      0.2                      -3.1000204016804678
0                         0.1861727382816136       0.17518676608195272      -3.018992379281623
0                         0.16666666666666674      0.20000000000000004      -3.160195149425885
0                         0.2                      0.2                      -3.2351757544877997
0                         0.17960610245556735      0.06135682078573435      -1.809253077849926
0                         0.19428675421768346      0.04198055688714091      -1.4548589414803859
0                         0.20325416019748285      0.06458484987568835      -1.878639817836193
0                         0.21793481195959896      0.0452085859770949       -1.5418024654792366
0                         0.2269022179393984       0.06781287896564235      -1.960528440095669
0                         0.20896740597979954      0.02260429298854746      -0.8882929854473469
0                         0.18045949249929705      0.08383398963576033      -2.131187178635341
0                         0.1813128825430267       0.10631115848578628      -2.4078864208625954
0                         0.20410755024121258      0.08706201872571434      -2.2017318969835884
0                         0.21938496411681804      0.17815403024964496      -3.098905490317331
0                         0.2055577023984317       0.15334079633159775      -2.864797265805696
0                         0.23876992823363613      0.1563080604992899       -2.9502986218939578
0                         0.2249426665152498       0.13149482658124267      -2.6982655480768654
0                         0.2581548923504542       0.1344620907489349       -2.7893551492176822
0                         0.19173044068004536      0.12852756241355048      -2.628144502248535
0                         0.237319776076417        0.09002928289340655      -2.26714572371191
0                         0.21452510837823116      0.10927842265347851      -2.465169579484679
0                         0.24773733421343555      0.11224568682117071      -2.5434212934192484
0                         0.28171917798667256      0.11139500216161739      -2.5705796151758538
0                         0.27130161984965395      0.08917859823385325      -2.283113271282961
0                         0.30528346362289094      0.08832791357429991      -2.2925514122726183
0                         0.2948659054858723       0.06611150964653574      -1.9635525802852658
0                         0.3288477492591093       0.06526082498698242      -1.955270540507975
0                         0.26088406171263545      0.06696219430608907      -1.965305213481164
0                         0.25126814529293234      0.0452085859770949       -1.5419872895460176
0                         0.24230073931313287      0.02260429298854746      -0.8883853974807377
0                         0.27563407264646617      0.022604292988547447     -0.8884778095141281
0                         0.2666666666666668       -3.76158192263132E-34    -2.933987071545854E-17
0                         0.3000000000000001       0                        0
0                         0.23333333333333345      7.528741959377509E-18    -1.6749554246716638E-16
0                         0.30961591641970315      0.02175360832899414      -0.9201960035914412
0                         0.28524998906616933      0.0443579013175416       -1.5602347732774218
0                         0.3192318328394062       0.043507216657988276     -1.571952850427433
0                         0.27210326156696946      0.1563080604992899       -2.9996370816020503
0                         0.25271829745015145      0.17815403024964502      -3.1569103180625744
0                         0.2333333333333334       0.2                      -3.3018469502701935
0                         0.2860516307834847       0.17815403024964493      -3.212515163663202
0                         0.2666666666666668       0.20000000000000004      -3.3661181639079727
0                         0.3000000000000001       0.2                      -3.4279893954011373
0                         0.32032696855508375      0.17735425526935297      -3.2569577792430104
0                         0.3063785993385684       0.15550828551899792      -3.0360674457304855
0                         0.3406539371101673       0.1547085105387059       -3.075320964895967
0                         0.326705567893652        0.13286254078835086      -2.8490145296088505
0                         0.36098090566525093      0.13206276580805887      -2.8830789523600084
0                         0.29243023012205316      0.13366231576864293      -2.817773261894742
0                         0.33955880139448985      0.08752813859400792      -2.3170103080779914
0                         0.31599451575827153      0.1105952271813254       -2.597018119417071
0                         0.35026985352987033      0.10979545220103339      -2.626279778695335
0                         0.35256516617273964      0.043507216657988276     -1.620683115020416
0                         0.34294924975303653      0.02175360832899415      -0.9445611358879329
0                         0.37628258308636986      0.021753608328994138     -0.9689262681844242
0                         0.36666666666666675      -7.52316384526264E-34    -3.7585684541887356E-17
0                         0.40000000000000013      0                        0
0                         0.3333333333333335       7.24540705065806E-18     -1.7965307812489573E-16
0                         0.4097133446091239       0.0218080896903766       -0.9168717629985015
0                         0.3859959276954937       0.04356169801937075      -1.5984804821938194
0                         0.3622785107818634       0.06531530634836488      -1.9629197800407052
0                         0.4194266892182476       0.04361617938075319      -1.5920435519597924
0                         0.3957092723046175       0.06536978770974734      -1.9863347221660044
0                         0.42914003382737137      0.06542426907112979      -2.0255153668838726
0                         0.3837006150526244       0.10984993356241586      -2.6610319220102143
0                         0.3729895629172439       0.08758261995539038      -2.3382109995017957
0                         0.40642032443999787      0.08763710131677281      -2.375177393518169
0                         0.37398727044350066      0.15470851053870593      -3.1093024845911694
0                         0.3536603018884171       0.177354255269353        -3.2989999654181785
0                         0.3333333333333334       0.2                      -3.4780922480562704
0                         0.3869936352217504       0.17735425526935297      -3.33448957128983
0                         0.3666666666666668       0.20000000000000004      -3.5216425204078874
0                         0.40000000000000013      0.2                      -3.5586402124559897
0                         0.452760022551581        0.04361617938075319      -1.5722577150617398
0                         0.44304667794245733      0.021808089690376602     -0.9069788445494754
0                         0.47638001127579044      0.021808089690376592     -0.8970859261004491
0                         0.46666666666666673      -3.76158192263132E-34    -2.854084669915686E-17
0                         0.5                      0                        0
0                         0.4333333333333335       7.26355298920398E-18     -1.7116788512706823E-16
0                         0.5099328854059824       0.02213337075995333      -0.9612266201443644
0                         0.4863128966817728       0.04394146045032993      -1.610728130394931
0                         0.4626929079575632       0.06574955014070653      -2.0383155035063396
0                         0.5198657708119646       0.04426674151990666      -1.6345220223784955
0                         0.4962457820877552       0.06607483121028326      -2.0364391167791798
0                         0.5297986562179469       0.06640011227985998      -2.019886206702393
0                         0.4211983718198213       0.17770211185596765      -3.363215696203529
0                         0.40819200704157166      0.15505636712532064      -3.134604088751531
0                         0.4423967436396423       0.15540422371193527      -3.1604272000825686
0                         0.42939037886139264      0.13275847898128826      -2.92735462634473
0                         0.46359511545946347      0.13310633556790294      -2.9502747240931058
0                         0.39518564226332187      0.1324106223946736       -2.9049560357670305
0                         0.44062506103806875      0.0879849579033875       -2.371284020740687
0                         0.4179053516506953       0.11019779014903054      -2.6700237773249844
0                         0.45211008824876603      0.11054564673564521      -2.6795371398104315
0                         0.4856629623789579       0.11087092780522197      -2.691227303420418
0                         0.4741779351682607       0.08831023897296428      -2.383529170856914
0                         0.5077308092984524       0.08863552004254097      -2.3810977976235135
0                         0.4757300769729757       0.15540422371193527      -3.1717350857980975
0                         0.4545317051531547       0.17770211185596768      -3.3800287558196107
0                         0.4333333333333334       0.2                      -3.580958445972622
0                         0.4878650384864878       0.17770211185596765      -3.3887473455053825
0                         0.4666666666666669       0.20000000000000004      -3.595182209558946
0                         0.5                      0.2                      -3.6013115032149607
0                         0.5531991041452979       0.04426674151990666      -1.644545209399436
0                         0.5432662187393158       0.022133370759953332     -0.9662382136548351
0                         0.576599552072649        0.022133370759953325     -0.9712498071653053
0                         0.5666666666666667       -3.76158192263132E-34    -3.6797233084442184E-17
0                         0.6000000000000001       0                        0
0                         0.5333333333333334       7.371893349079615E-18    -1.8488607688326467E-16
0                         0.6298449603330236       0.06648138021886683      -2.0308389526510786
0                         0.6532299735553492       0.04432092014591122      -1.5823090810436804
0                         0.6198966402220158       0.04432092014591122      -1.568264323942311
